123333,Prasanna
Sally H Schwartz,6.01E+15
Sally H Wigginton,4.63E+15
Sally Hendricks,6.01E+15
Sally Hewitt,3.09E+13
Sally Holder,3.58E+15
Sally I Burris,4.22E+15
Sally I Waller,5.15E+15
Sally Irwin,3.44E+14
Sally K Blake,3.42E+14
Sally K Humphrey,5.35E+15
Sally K Kemp,3.55E+15
Sally K Mcfadden,6.01E+15
Sally K Paul,6.47E+15
Sally K Petrie,3.77E+14
Sally K Shelton,3.10E+13
Sally K Weaver,4.93E+15
Sally Keck,6.01E+15
Sally Kerr,6.45E+15
Sally Kirk,5.36E+15
Sally L Hayes,5.31E+15
Sally L Pate,3.84E+13
Sally L Vegas,6.01E+15
Sally L Villarreal,5.42E+15
Sally Levy,5.35E+15
Sally M Bolton,3.58E+15
Sally M Cundiff,4.50E+15
Sally Martinez,6.01E+15
Sally Mclean,3.89E+13
Sally N Greene,3.57E+15
Sally N Hewitt,5.16E+15
Sally O Cobb,3.77E+14
Sally O Fulton,3.53E+15
Sally O Shields,5.27E+15
Sally Ortega,6.23E+15
Sally P Curtis,5.47E+15
Sally P Emerson,3.68E+13
Sally P Singleton,3.46E+14
Sally Perlman,3.58E+15
Sally Q Cantrell,4.00E+13
Sally Q Cote,3.77E+14
Sally Q Henderson,3.43E+14
Sally Q Payne,3.92E+13
Sally R Parsons,3.74E+14
Sally R Walker,3.63E+13
Sally R Williamson,5.15E+15
Sally S Meyer,4.09E+15
Sally S Morton,3.50E+14
Sally S Robles,3.40E+14
Sally S Rowland,3.05E+13
Sally Salinas,5.27E+15
Sally Schmidt,5.16E+15
Sally Silva,6.01E+15
Sally Stout,3.57E+15
Sally T Coleman,5.44E+15
Sally T Gardner,6.01E+15
Sally T Gilbert,6.01E+15
Sally T Grimes,3.50E+14
Sally T Kelly,3.47E+14
Sally T Mckinney,3.03E+13
Sally T Wyatt,5.36E+15
Sally Terry,5.46E+15
Sally U Burt,3.40E+14
Sally U Chan,4.72E+15
Sally U French,3.57E+15
Sally U Knowles,3.03E+13
Sally U Potter,5.30E+15
Sally V Foley,3.45E+14
Sally V Gutierrez,3.55E+15
Sally V Joyce,3.58E+15
Sally V Merritt,6.01E+15
Sally W Colon,6.01E+15
Sally W Greene,5.47E+15
Sally W Rutledge,3.09E+13
Sally Weeks,5.26E+15
Sally Whitaker,3.95E+13
Sally Wiebe,4.72E+15
Sally Wright,3.01E+13
Sally X Boyd,5.13E+15
Sally X Browning,3.54E+15
Sally X Mueller,3.72E+14
Sally X Richard,3.53E+15
Sally X Simpson,3.58E+15
Sally X Wilkey,3.10E+13
Sally Y Davidson,6.48E+15
Sally Young,3.53E+15
Sally Z Flores,5.27E+15
Sally Z Flynn,3.78E+14
Sally Z Harrell,3.05E+13
Sally Z Key,4.16E+15
Sally Z Wilcox,3.55E+15
Salome A Dowler,6.23E+15
Salome Agosto,3.05E+13
Salome Costanzo,6.01E+15
Salome H Oldham,4.19E+15
Salome O Higbee,3.55E+15
Salome S Greenbaum,3.03E+13
Salome Y Huges,3.58E+15
Salvador B Clow,3.09E+13
Salvador Boutwell,3.00E+13
Salvador Byers,4.82E+15
Salvador C Geis,3.74E+14
Salvador C Villalobos,4.86E+15
Salvador G Song,3.54E+15
Salvador H Kratz,3.60E+13
Salvador I Junior,3.05E+13
Salvador Johnsen,3.74E+14
Salvador L Creek,4.83E+15
Salvador M Lenhart,5.13E+15
Salvador N Ahn,5.26E+15
Salvador N Goodale,4.09E+15
Salvador N Mefford,3.54E+15
Salvador Q Bogard,3.56E+15
Salvador R Ormsby,3.03E+13
Salvador R Zook,5.28E+15
Salvador Trout,5.21E+15
Salvador Wason,3.57E+15
Salvador Womble,3.78E+14
Salvador Z Pilla,3.56E+15
Salvatore D Page,6.01E+15
Salvatore D Resendiz,5.44E+15
Salvatore Durand,3.01E+13
Salvatore E Hodson,3.00E+13
Salvatore F Fairweather,6.01E+15
Salvatore G Bruch,3.72E+14
Salvatore G Cray,4.23E+15
Salvatore H Desimone,6.22E+15
Salvatore I Gratton,5.44E+15
Salvatore K Fluellen,3.10E+13
Salvatore K Harvin,6.49E+15
Salvatore Monroe,3.42E+14
Salvatore N Preston,3.43E+14
Salvatore Narron,3.06E+13
Salvatore Pepper,6.01E+15
Salvatore Q Lamantia,3.04E+13
Salvatore Q Thrash,3.57E+15
Salvatore Roa,6.58E+15
Salvatore S Macey,6.01E+15
Salvatore T Mullins,3.77E+14
Salvatore Z Burford,3.59E+15
Salvatore Z Mcclean,4.47E+15
Sam A Bender,3.75E+14
Sam A Delaney,3.48E+14
Sam A Hammond,3.03E+13
Sam A Snider,3.03E+13
Sam A Weeks,3.01E+13
Sam Adams,6.01E+15
Sam Anderson,6.23E+15
Sam B Barrera,3.55E+15
Sam B Maxwell,3.01E+13
Sam B Torgerson,6.01E+15
Sam B Vaughn,6.57E+15
Sam Ballard,4.69E+15
Sam Barron,3.03E+13
Sam Brooks,6.01E+15
Sam Bryant,3.55E+15
Sam Burgess,4.78E+15
Sam Burnett,5.37E+15
Sam C Battle,3.43E+14
Sam C Mason,3.45E+14
Sam C Roberts,3.48E+14
Sam C Sottile,4.75E+15
Sam Carr,6.01E+15
Sam Carrillo,3.57E+15
Sam Cole,3.58E+15
Sam Crosby,4.44E+15
Sam D Byas,3.46E+14
Sam D Duffy,6.22E+15
Sam D Hempel,4.39E+15
Sam D Klein,3.05E+13
Sam D Lindsay,3.49E+14
Sam D Mueller,3.57E+15
Sam D Pearson,3.48E+14
Sam David,3.53E+15
Sam Dodd,3.04E+13
Sam E Berger,3.42E+14
Sam E Navarro,3.05E+13
Sam F Benjamin,3.03E+13
Sam F Brashear,5.14E+15
Sam F Campuzano,4.91E+15
Sam Farley,6.01E+15
Sam Foster,3.54E+15
Sam G Kane,5.29E+15
Sam G Kramer,5.24E+15
Sam Gutierrez,3.44E+14
Sam H Olson,4.27E+15
Sam H Sinha,3.10E+13
Sam H Tyson,4.99E+15
Sam Hartman,3.59E+15
Sam Hawes,3.68E+13
Sam Hix,6.23E+15
Sam Hudson,3.10E+13
Sam Hutchinson,5.35E+15
Sam I Fogle,4.82E+15
Sam I Goodwin,3.00E+13
Sam I Jordan,3.58E+15
Sam I Kennedy,5.47E+15
Sam I Olsson,4.40E+15
Sam J Stewart,3.73E+14
Sam K Humphrey,6.01E+15
Sam K Paul,4.29E+15
Sam K Pennington,3.54E+15
Sam K Taylor,3.47E+14
Sam Kelly,6.01E+15
Sam Kemp,3.53E+15
Sam L Hendricks,3.70E+14
Sam Lawrence,3.45E+14
Sam M Blevins,4.46E+15
Sam M Bryan,3.46E+14
Sam M Finley,4.11E+15
Sam M Middleton,5.32E+15
Sam Mcdowell,3.02E+13
Sam Mcgough,4.77E+15
Sam Miller,3.78E+14
Sam Molina,5.10E+15
Sam Moran,3.09E+13
Sam Morrison,5.19E+15
Sam N Bravo,4.31E+15
Sam N Cash,4.50E+15
Sam N Flynn,3.40E+14
Sam N Hodges,4.10E+15
Sam N Knowles,3.56E+15
Sam N Moon,4.89E+15
Sam N Randall,3.61E+13
Sam N Shaffer,5.45E+15
Sam O Benton,4.31E+15
Sam O Collins,5.46E+15
Sam O Schultz,6.01E+15
Sam P Jacobs,3.06E+13
Sam P Nelson,3.53E+15
Sam Parks,3.58E+15
Sam Q Braun,3.55E+15
Sam Q Buckley,6.46E+15
Sam Q Mejia,3.04E+13
Sam Rodriquez,3.59E+15
Sam S Deatherage,6.23E+15
Sam S Jones,3.48E+14
Sam S Kline,3.53E+15
Sam S Monroe,3.10E+13
Sam Salinas,3.58E+15
Sam Schmidt,3.05E+13
Sam Scott,3.55E+15
Sam Short,3.01E+13
Sam Small,4.52E+15
Sam T Gibson,3.71E+14
Sam T Hodge,3.41E+14
Sam T Moore,3.59E+15
Sam U Bolton,5.44E+15
Sam U Joseph,4.11E+15
Sam V Arnold,3.54E+15
Sam V Davidson,4.81E+15
Sam V Dombroski,3.75E+14
Sam V Henson,3.76E+14
Sam V Vazquez,5.17E+15
Sam V Walls,3.02E+13
Sam W Capps,5.34E+15
Sam W Gomez,4.77E+15
Sam W Guard,4.30E+15
Sam W Lococo,5.47E+15
Sam W Stuart,6.23E+15
Sam Wade,6.60E+15
Sam Williams,4.67E+15
Sam X Carroll,3.57E+15
Sam X Mcknight,6.01E+15
Sam X Merritt,5.16E+15
Sam X Owen,3.09E+13
Sam Y Barrera,4.12E+15
Sam Y Boyle,6.50E+15
Sam Z Engler,5.27E+15
Sam Z Henderson,3.58E+15
Sam Z Herman,6.01E+15
Sam Z Huffman,3.56E+15
Sam Z Mcintyre,6.44E+15
Sam Z Tow,6.01E+15
Samantha A Blair,3.58E+15
Samantha A Holcomb,5.12E+15
Samantha A Jimenez,3.02E+13
Samantha A Wilson,6.01E+15
Samantha B Christian,3.53E+15
Samantha B Glover,4.97E+15
Samantha Berg,5.16E+15
Samantha C Bauer,6.23E+15
Samantha C Buckner,3.48E+14
Samantha C Deleon,3.49E+14
Samantha C Reed,3.58E+15
Samantha C Rose,5.41E+15
Samantha Carrillo,6.01E+15
Samantha Castro,4.29E+15
Samantha Conley,3.41E+14
Samantha Curnutt,5.32E+15
Samantha D Lynch,5.37E+15
Samantha Dyer,5.31E+15
Samantha E Gibbs,5.21E+15
Samantha E Preston,5.24E+15
Samantha F Barrett,5.32E+15
Samantha F Evans,3.01E+13
Samantha F Ferrell,4.65E+15
Samantha F Harrison,4.40E+15
Samantha F Sharp,3.45E+14
Samantha F Wolf,3.48E+14
Samantha Fry,3.44E+14
Samantha G Norris,3.41E+14
Samantha Gonzales,6.01E+15
Samantha H Congdon,3.84E+13
Samantha H Hurley,3.72E+14
Samantha H Nichols,3.56E+15
Samantha H Velazquez,3.53E+15
Samantha House,6.01E+15
Samantha I Castro,6.01E+15
Samantha I Mooney,3.55E+15
Samantha J Bowers,4.04E+15
Samantha Kelley,3.72E+14
Samantha L Clore,5.18E+15
Samantha L Golden,6.01E+15
Samantha L Sykes,3.01E+13
Samantha Lane,3.57E+15
Samantha Little,3.99E+13
Samantha Love,3.78E+14
Samantha M Allen,5.27E+15
Samantha M Conrad,6.01E+15
Samantha M Cox,3.91E+13
Samantha M Dickerson,3.55E+15
Samantha M Lloyd,5.34E+15
Samantha M Reyes,3.06E+13
Samantha M Schroeder,5.41E+15
Samantha M Scott,5.43E+15
Samantha Mcdonald,6.01E+15
Samantha Morris,6.01E+15
Samantha N Beck,4.39E+15
Samantha N Dominguez,3.69E+13
Samantha O Pollard,6.01E+15
Samantha Oneill,3.09E+13
Samantha P Compton,3.56E+15
Samantha P Hartman,4.29E+15
Samantha P Mains,4.97E+15
Samantha P Perkins,3.04E+13
Samantha P Sampson,5.48E+15
Samantha P Sykes,3.43E+14
Samantha Pace,6.01E+15
Samantha Patterson,6.01E+15
Samantha Perl,3.55E+15
Samantha Potter,5.11E+15
Samantha Q Campbell,3.58E+15
Samantha Q Hardesty,3.54E+15
Samantha Q Mckee,5.29E+15
Samantha Q Parker,3.46E+14
Samantha Q Sullivan,4.99E+15
Samantha Q Summers,3.77E+14
Samantha Q Vaughan,6.01E+15
Samantha Q Wade,3.53E+15
Samantha R Hester,6.22E+15
Samantha Rhodes,4.53E+15
Samantha S Carter,6.46E+15
Samantha S Hall,5.49E+15
Samantha S Thornton,6.22E+15
Samantha Sanchez,5.24E+15
Samantha Sexton,3.03E+13
Samantha Skinner,3.09E+13
Samantha Soto,6.01E+15
Samantha Stafford,3.48E+14
Samantha Sullivan,6.45E+15
Samantha T Figueroa,5.36E+15
Samantha T Huff,3.87E+13
Samantha T Mcgee,4.77E+15
Samantha Terrell,3.58E+15
Samantha U Marquez,3.99E+13
Samantha V Collins,3.01E+13
Samantha V Macias,3.05E+13
Samantha V Robbins,3.02E+13
Samantha V Russell,4.88E+15
Samantha Velasquez,4.53E+15
Samantha W Cote,3.54E+15
Samantha W Hampton,3.05E+13
Samantha W Payne,3.53E+15
Samantha W Pitts,5.48E+15
Samantha Walter,3.57E+15
Samantha Williamson,4.91E+15
Samantha X Briggs,4.80E+15
Samantha X Gutierrez,3.48E+14
Samantha X Harrell,6.01E+15
Samantha X Lowe,3.59E+15
Samantha X Mcclain,3.56E+15
Samantha X Murphy,5.42E+15
Samantha X Owens,6.51E+15
Samantha X Stone,5.14E+15
Samantha X Watts,5.45E+15
Samantha Y Beard,5.15E+15
Samantha Y Garrison,4.04E+15
Samantha Y Hartman,4.08E+15
Samantha Y Oconnor,6.57E+15
Samantha Y Wooten,5.12E+15
Samantha Z Hensley,4.39E+15
Samantha Z Lancaster,3.05E+13
Samantha Z Mcmillan,4.94E+15
Samantha Z Rasmussen,4.18E+15
Samara Cole,6.50E+15
Samara Guzik,3.72E+14
Samara W Luft,4.40E+15
Samatha B Conlon,6.01E+15
Samatha B Jaeger,3.04E+13
Samatha Englert,3.71E+14
Samella D Mackenzie,3.57E+15
Samella G Granger,4.35E+15
Samella Hargis,4.26E+15
Samella J Schenk,3.01E+13
Samella Landers,4.04E+15
Samella Newland,4.71E+15
Samella O Miera,3.53E+15
Samella Q Bennett,3.43E+14
Samella T Kaul,5.46E+15
Samella U Ta,4.85E+15
Samella X Hauer,3.56E+15
Samella Y Yerby,3.03E+13
Samira Fidler,5.14E+15
Samira L Bodenhamer,4.58E+15
Samira R Wendling,6.01E+15
Samira T Caple,6.01E+15
Samira Windham,3.49E+14
Samira X Boddie,5.15E+15
Sammie B Umana,3.56E+15
Sammie Beem,6.01E+15
Sammie C Covin,4.68E+15
Sammie C New,3.02E+13
Sammie C Roseboro,3.55E+15
Sammie D Damm,4.35E+15
Sammie D Tew,6.01E+15
Sammie E Denison,3.76E+14
Sammie G Beshears,6.23E+15
Sammie Godina,3.46E+14
Sammie H Stotler,4.37E+15
Sammie L Lippert,3.78E+14
Sammie L Mendivil,3.00E+13
Sammie Ladner,4.98E+15
Sammie Litten,6.51E+15
Sammie M Kaylor,3.79E+14
Sammie N Diggins,5.16E+15
Sammie N Hannum,4.80E+15
Sammie Nelsen,6.01E+15
Sammie O Barwick,3.54E+15
Sammie Printz,5.43E+15
Sammie R Hardt,5.10E+15
Sammie R Rubio,6.01E+15
Sammie T Bronstein,3.50E+14
Sammie T Ehret,4.16E+15
Sammie U Cruse,3.54E+15
Sammie U Tandy,3.73E+14
Sammie V Nyberg,4.04E+15
Sammie X Lepley,3.44E+14
Sammie Y Vanalstyne,5.31E+15
Sammie Zoll,3.74E+14
Sammy A Barney,3.09E+13
Sammy B Johnson,6.49E+15
Sammy Dinges,6.01E+15
Sammy Dority,5.47E+15
Sammy F Posey,3.47E+14
Sammy Grondin,3.53E+15
Sammy H Hauck,6.01E+15
Sammy Hersom,3.54E+15
Sammy M Beegle,5.14E+15
Sammy M Gimbel,3.01E+13
Sammy M Kowal,3.82E+13
Sammy O Rooks,6.57E+15
Sammy Pierre,5.48E+15
Sammy Q Jessee,3.74E+14
Sammy Ruyle,3.09E+13
Sammy S Dabbs,5.36E+15
Sammy Shead,3.55E+15
Sammy Songer,3.73E+14
Sammy U Routt,3.78E+14
Sammy X Hines,3.00E+13
Sammy Y Husband,5.41E+15
Sammy Z Walker,4.24E+15
Samual A Keesler,3.43E+14
Samual A Robertson,3.48E+14
Samual B Lundeen,3.06E+13
Samual C Arterburn,3.57E+15
Samual C Dudley,6.01E+15
Samual Colyer,3.58E+15
Samual E Grothe,5.31E+15
Samual E Shisler,3.57E+15
Samual H Lilienthal,3.53E+15
Samual I Winfrey,6.48E+15
Samual Jent,3.55E+15
Samual Leatham,3.62E+13
Samual Lee,6.01E+15
Samual Loper,3.77E+14
Samual M Triana,6.45E+15
Samual Nolan,3.06E+13
Samual Partridge,3.44E+14
Samual Pruitt,6.01E+15
Samual Ratliff,5.20E+15
Samual Reilly,6.01E+15
Samual Stroud,4.96E+15
Samual Thayer,6.01E+15
Samual X Wilmes,6.01E+15
Samual Z Mistretta,4.67E+15
Samuel A Callahan,3.54E+15
Samuel A Elliott,6.01E+15
Samuel A Gibson,3.56E+15
Samuel A Horn,3.01E+13
Samuel A Navarro,5.27E+15
Samuel A Rose,4.13E+15
Samuel B Baker,3.57E+15
Samuel B Barry,3.58E+15
Samuel B Goines,3.78E+14
Samuel B Hansen,5.10E+15
Samuel B Mccarty,4.19E+15
Samuel B Torres,3.55E+15
Samuel Beard,3.02E+13
Samuel Becker,3.10E+13
Samuel Bridges,5.16E+15
Samuel Bryant,4.91E+15
Samuel C Bartlett,3.43E+14
Samuel C Cardenas,3.56E+15
Samuel C Gilliam,3.78E+14
Samuel C Gilmore,3.57E+15
Samuel C Glass,3.48E+14
Samuel C Ricard,5.31E+15
Samuel C Sparks,3.53E+15
Samuel Chan,5.40E+15
Samuel Clayton,3.41E+14
Samuel Cleveland,3.54E+15
Samuel D Clarke,3.78E+14
Samuel D Lucas,5.26E+15
Samuel D Moss,3.04E+13
Samuel D Sims,3.01E+13
Samuel Daniel,6.01E+15
Samuel Duke,6.01E+15
Samuel E Beard,4.91E+15
Samuel E Doyle,3.75E+14
Samuel E Francis,5.36E+15
Samuel E Lamb,3.05E+13
Samuel E Rich,6.59E+15
Samuel E Riddle,3.57E+15
Samuel F Joyner,3.50E+14
Samuel F Kennedy,3.44E+14
Samuel F Pitts,4.99E+15
Samuel F Powers,6.01E+15
Samuel F Ryan,5.12E+15
Samuel F Stafford,5.32E+15
Samuel Farmer,3.54E+15
Samuel Frost,6.46E+15
Samuel Gardner,6.01E+15
Samuel Graves,3.58E+15
Samuel H Goodman,6.01E+15
Samuel Hawkins,6.48E+15
Samuel Hinton,3.54E+15
Samuel I Fitzpatrick,3.00E+13
Samuel I Mcfarland,4.82E+15
Samuel I Morrow,4.36E+15
Samuel I Snider,3.02E+13
Samuel Irwin,4.36E+15
Samuel J Almendarez,3.55E+15
Samuel J Bentley,4.97E+15
Samuel J Jenkins,3.79E+14
Samuel J Mcbride,3.40E+14
Samuel J Mueller,3.55E+15
Samuel J Myers,3.75E+14
Samuel Joseph,3.02E+13
Samuel K Baird,3.56E+15
Samuel K Cote,3.47E+14
Samuel K Hobbs,3.58E+15
Samuel K Kim,3.03E+13
Samuel Keith,5.13E+15
Samuel L Adkins,6.01E+15
Samuel L Duncan,6.23E+15
Samuel L Lester,4.62E+15
Samuel L Matthews,3.57E+15
Samuel L Walls,3.56E+15
Samuel Leblanc,5.42E+15
Samuel Leon,4.52E+15
Samuel M Barber,3.45E+14
Samuel M Hickman,5.20E+15
Samuel M Knisley,4.19E+15
Samuel M Leon,5.41E+15
Samuel M Marble,5.28E+15
Samuel M Shipe,5.34E+15
Samuel May,3.55E+15
Samuel Mcclain,3.81E+13
Samuel Molinari,4.95E+15
Samuel N Holder,4.71E+15
Samuel N Mcfadden,3.56E+15
Samuel N Renshaw,4.82E+15
Samuel N Russell,3.71E+14
Samuel N Sloan,3.09E+13
Samuel N Wheeler,6.01E+15
Samuel N William,6.22E+15
Samuel O Fermin,5.30E+15
Samuel Ochoa,3.09E+13
Samuel P Carrillo,3.58E+15
Samuel P Clayton,4.57E+15
Samuel P Kaufman,6.01E+15
Samuel P Michael,6.23E+15
Samuel P Ragin,5.38E+15
Samuel P Reeves,4.86E+15
Samuel P Sears,3.57E+15
Samuel P Shiner,5.24E+15
Samuel Potter,3.58E+15
Samuel Q Beard,3.45E+14
Samuel R Bulloch,4.61E+15
Samuel R Friese,3.58E+15
Samuel R Hutchinson,6.01E+15
Samuel R Mason,4.85E+15
Samuel Ratliff,4.64E+15
Samuel S Byers,5.15E+15
Samuel S Donovan,3.44E+14
Samuel S Emerson,3.56E+15
Samuel S Walsh,3.54E+15
Samuel Sloan,3.42E+14
Samuel Stafford,3.74E+14
Samuel Sykes,3.57E+15
Samuel T Bernard,3.57E+15
Samuel T Boyer,6.01E+15
Samuel T Griffith,3.75E+14
Samuel T Holt,5.27E+15
Samuel T Wilkerson,3.75E+14
Samuel U Bender,3.40E+14
Samuel U Byrd,5.45E+15
Samuel U Echevarria,6.01E+15
Samuel U Harmon,3.04E+13
Samuel U Knowles,6.01E+15
Samuel U Matthews,3.00E+13
Samuel U Vine,3.56E+15
Samuel V Bond,6.01E+15
Samuel V Collins,5.50E+15
Samuel V Hensley,3.06E+13
Samuel V Koch,4.96E+15
Samuel V Mcmanis,3.03E+13
Samuel V Newton,6.59E+15
Samuel V Sheppard,3.57E+15
Samuel Valencia,5.33E+15
Samuel W Banes,3.43E+14
Samuel W Lee,3.78E+14
Samuel W Osborne,4.94E+15
Samuel W Reeves,6.01E+15
Samuel X Bynum,5.38E+15
Samuel X Christensen,5.24E+15
Samuel X Johnston,3.58E+15
Samuel X Park,5.27E+15
Samuel X Toothaker,4.95E+15
Samuel X Travis,3.04E+13
Samuel Y Beets,6.52E+15
Samuel Y Burke,3.59E+15
Samuel Z Beard,3.49E+14
Samuel Z Houston,6.58E+15
Samuel Z Irwin,6.46E+15
Samuel Z Rivas,3.62E+13
Sana C Mulhall,3.02E+13
Sana Witman,3.46E+14
Sana Z Mcdougald,5.38E+15
Sanda Allie,3.02E+13
Sanda B Magallanes,4.81E+15
Sanda G Ferland,6.01E+15
Sanda L Whitbeck,5.35E+15
Sanda O Perry,3.53E+15
Sanda S Aquino,5.28E+15
Sanda X Lamberton,3.82E+13
Sanda X Woodall,6.49E+15
Sandee Bork,3.54E+15
Sandee R Gerke,4.63E+15
Sandee S Coan,5.48E+15
Sandee U Zeller,3.57E+15
Sandi Baze,3.00E+13
Sandi I Goss,3.41E+14
Sandi Lamothe,3.00E+13
Sandi M Deluca,3.57E+15
Sandi M Leeson,5.15E+15
Sandi Mccrimmon,3.03E+13
Sandi Otter,3.75E+14
Sandi X Spahr,6.01E+15
Sandie A Pritts,4.44E+15
Sandie Cluff,3.55E+15
Sandie O Tregre,6.58E+15
Sandie P Novello,4.82E+15
Sandie Y Cheeks,3.55E+15
Sandra A Sheppard,6.01E+15
Sandra Adkins,6.01E+15
Sandra Ayers,3.55E+15
Sandra B Allison,4.85E+15
Sandra B Marshall,3.58E+15
Sandra B Whitaker,3.42E+14
Sandra Buckner,3.55E+15
Sandra Burks,3.04E+13
Sandra C Cervantes,3.55E+15
Sandra C Rivers,3.05E+13
Sandra Cardenas,3.57E+15
Sandra Carson,3.77E+14
Sandra Cleveland,3.53E+15
Sandra Conley,3.56E+15
Sandra D Gomez,3.04E+13
Sandra D Holt,5.15E+15
Sandra D Jordan,3.76E+14
Sandra D Joyce,5.16E+15
Sandra D Silva,3.58E+15
Sandra D Stephens,3.05E+13
Sandra Dalton,3.54E+15
Sandra Davenport,3.53E+15
Sandra Delacruz,6.01E+15
Sandra Donaldson,3.57E+15
Sandra Dunn,4.32E+15
Sandra E Bender,3.05E+13
Sandra F Boyd,5.10E+15
Sandra F Conley,4.05E+15
Sandra F Gallagher,3.70E+14
Sandra F Lebaron,3.56E+15
Sandra F Mcfadden,3.57E+15
Sandra F Stevenson,3.70E+13
Sandra F Whitney,4.38E+15
Sandra Farmer,3.73E+14
Sandra Fernandez,3.70E+14
Sandra Finley,5.10E+15
Sandra Fitzgerald,4.76E+15
Sandra Forbes,4.69E+15
Sandra Foreman,5.48E+15
Sandra G Dotson,3.54E+15
Sandra G Lowe,3.09E+13
Sandra G Mcclure,4.78E+15
Sandra G Peters,6.01E+15
Sandra G Rocha,3.09E+13
Sandra Grant,3.45E+14
Sandra Grant,4.77E+15
Sandra H Clements,6.47E+15
Sandra H Hull,3.47E+14
Sandra H Mccarty,5.41E+15
Sandra Harrington,5.28E+15
Sandra Holt,5.28E+15
Sandra Hood,3.02E+13
Sandra Hoover,6.01E+15
Sandra I Bridges,6.01E+15
Sandra I Daniels,6.01E+15
Sandra I Hoover,6.01E+15
Sandra J Bowers,6.46E+15
Sandra J Frost,5.30E+15
Sandra J Hines,3.42E+14
Sandra J Mayer,4.97E+15
Sandra J Russell,5.24E+15
Sandra Jarvis,3.57E+15
Sandra K Blair,3.48E+14
Sandra K Mills,3.55E+15
Sandra K Robbins,4.57E+15
Sandra K Schwartz,5.17E+15
Sandra L Baldwin,6.01E+15
Sandra L Curry,3.10E+13
Sandra L Hatfield,3.43E+14
Sandra L Hunt,3.02E+13
Sandra L Marsh,4.82E+15
Sandra L Richardson,3.05E+13
Sandra L Valdez,4.56E+15
Sandra M Deleon,3.02E+13
Sandra M Greene,3.01E+13
Sandra Maynard,6.01E+15
Sandra Mcneil,3.05E+13
Sandra Mcneil,4.51E+15
Sandra Merritt,6.51E+15
Sandra Murray,3.79E+14
Sandra N Hinton,3.10E+13
Sandra N Maxwell,3.02E+13
Sandra Neal,4.77E+15
Sandra O Coleman,5.49E+15
Sandra O Horton,3.56E+15
Sandra O Hyde,3.10E+13
Sandra O Nixon,3.47E+14
Sandra O Rodriquez,5.17E+15
Sandra Ortiz,5.19E+15
Sandra P Anderson,3.00E+13
Sandra P Downs,5.21E+15
Sandra P Schwartz,4.14E+15
Sandra P Scott,6.01E+15
Sandra Poole,3.02E+13
Sandra Q Levine,3.10E+13
Sandra Q Rodgers,3.02E+13
Sandra Q Roth,3.56E+15
Sandra Q Wilkerson,3.57E+15
Sandra Q Williamson,3.59E+15
Sandra R Daniel,5.10E+15
Sandra R David,5.38E+15
Sandra R Kerr,6.23E+15
Sandra Richardson,4.59E+15
Sandra Robertson,3.75E+14
Sandra S Barr,3.02E+13
Sandra S Cotton,4.10E+15
Sandra S Snyder,4.61E+15
Sandra S Wagner,3.00E+13
Sandra S Warner,3.71E+14
Sandra S Yates,3.55E+15
Sandra Sawyer,4.87E+15
Sandra Sykes,3.01E+13
Sandra T Martin,5.21E+15
Sandra Tate,3.77E+14
Sandra Thornton,3.49E+14
Sandra U Jensen,3.54E+15
Sandra U Townsend,5.42E+15
Sandra V Pope,6.01E+15
Sandra W Chaney,6.59E+15
Sandra W Dickerson,4.77E+15
Sandra W Durham,3.53E+15
Sandra W Fields,3.49E+14
Sandra W Neal,3.43E+14
Sandra Ward,5.45E+15
Sandra X Aguilar,6.51E+15
Sandra X Mcmillan,3.42E+14
Sandra X York,4.18E+15
Sandra Y Eaton,3.78E+14
Sandra Y Jones,4.95E+15
Sandra Y Mejia,5.45E+15
Sandra Y Mejia,6.57E+15
Sandra Y Vasquez,3.58E+15
Sandra Z Gentry,3.76E+14
Sandra Z Huff,6.01E+15
Sandra Z Romero,4.89E+15
Sandra Z Stephens,5.46E+15
Sandra Z Terrell,3.50E+14
Sandra Z Vaughan,5.21E+15
Sandy A Shanley,5.47E+15
Sandy Allee,3.71E+14
Sandy Autry,6.01E+15
Sandy B Dahlin,5.46E+15
Sandy Bale,4.68E+15
Sandy D Mcquaid,3.44E+14
Sandy G Lash,6.01E+15
Sandy Gish,3.56E+15
Sandy Greeley,4.87E+15
Sandy H Ro,3.48E+14
Sandy K Leone,3.09E+13
Sandy Mcfall,3.55E+15
Sandy Mckinsey,3.57E+15
Sandy O Calvin,3.57E+15
Sandy O Everman,5.22E+15
Sandy P Mason,3.50E+14
Sandy Pauli,3.01E+13
Sandy Q Bayliss,4.09E+15
Sandy R Krout,4.92E+15
Sandy S Victoria,4.35E+15
Sandy T Earls,6.01E+15
Sandy T Sutherland,4.78E+15
Sandy Trueblood,3.55E+15
Sandy V Troyer,3.58E+15
Sandy Y Benedetto,3.03E+13
Sanford A Hosmer,3.02E+13
Sanford Aasen,3.04E+13
Sanford Burket,3.55E+15
Sanford Byrd,5.40E+15
Sanford E Dahmen,3.78E+14
Sanford E Mcmahan,3.56E+15
Sanford G Houchens,3.56E+15
Sanford Gwinn,4.64E+15
Sanford I Worrell,3.46E+14
Sanford L Keo,4.85E+15
Sanford Mahlum,5.12E+15
Sanford Morency,3.55E+15
Sanford N Avina,5.36E+15
Sanford R Hayne,5.23E+15
Sanford Rossetti,3.70E+13
Sanford T Huie,3.54E+15
